id,name,lat,lon,lat_0,lon_0,lat_1,lon_1,off_or_on_street,capacity
585032,North Point St (300-398),NA,NA,37.8068094951,-122.4122922953,37.8066425267,-122.413638101,ON,4
585041,North Point St (401-499),NA,NA,37.8064715349,-122.4139016295,37.8062924965,-122.415290686,ON,8
585042,North Point St (400-498),NA,NA,37.8065620599,-122.4142667471,37.806428284,-122.4153007443,ON,3
585051,North Point St (501-599),NA,NA,37.8062613156,-122.4155552203,37.8060993764,-122.4168648159,ON,4
585052,North Point St (500-598),NA,NA,37.806386039,-122.4156497687,37.8062240998,-122.4169633876,ON,9
585061,North Point St (601-679),NA,NA,37.806016898,-122.4175316838,37.8059464896,-122.4180919332,ON,4
585092,North Point St (900-998),NA,NA,37.8055461678,-122.4221474552,37.8053721585,-122.4235153893,ON,12
590001,Oak St (1-99),NA,NA,37.7753439952,-122.4195242406,37.7751790384,-122.4208157312,ON,7
590002,Oak St (2-98),NA,NA,37.7754657011,-122.4196358882,37.7753138202,-122.4208267954,ON,17
590011,Oak St (101-199),NA,NA,37.7751066184,-122.4213900624,37.7749899417,-122.4223053712,ON,7
590012,Oak St (100-198),NA,NA,37.7752735868,-122.4211426272,37.7751257292,-122.4223023537,ON,13
606001,Pine St (1-99),NA,NA,37.7924542346,-122.3977318447,37.7923647153,-122.3984349226,ON,9
606002,Pine St (2-98),NA,NA,37.7925900221,-122.3976644538,37.7924874271,-122.3984671092,ON,8
606011,Pine St (101-199),NA,NA,37.792336552,-122.3986944277,37.7922289278,-122.3995503923,ON,12
606012,Pine St (100-198),NA,NA,37.7924421646,-122.398734661,37.7923264937,-122.3996509757,ON,8
606031,Pine St (301-399),NA,NA,37.7920297727,-122.4011265339,37.7918628043,-122.4024381412,ON,14
606032,Pine St (300-398),NA,NA,37.7921384027,-122.4011084289,37.7919684168,-122.4024441762,ON,13
606041,Pine St (401-499),NA,NA,37.7918135184,-122.4027529672,37.7916485617,-122.4040504929,ON,12
606042,Pine St (400-448),NA,NA,37.7919402535,-122.4027338564,37.7918034601,-122.4038060752,ON,12
606231,Pine St (2301-2799),NA,NA,37.7878626031,-122.4338050694,37.7878113056,-122.4342063971,ON,3
606232,Pine St (2300-2398),NA,NA,37.7879993965,-122.4337980286,37.7879672098,-122.4340514987,ON,1
607321,Pierce St (3201-3299),NA,NA,37.7995624623,-122.4394317039,37.8002856568,-122.439576544,ON,9
607322,Pierce St (3200-3298),NA,NA,37.7995855965,-122.4392999396,37.8002926976,-122.4394437739,ON,1
607331,Pierce St (3301-3337),NA,NA,37.8005059344,-122.4395544156,37.8006578153,-122.4395855965,ON,1
607332,Pierce St (3300-3330),NA,NA,37.8005200161,-122.4394377389,37.8006869845,-122.4394719372,ON,3
608012,Pixley St (100-198),NA,NA,37.7985737276,-122.435320861,37.7985324884,-122.4356457453,ON,4
608022,Pixley St (200-298),NA,NA,37.7984992959,-122.435908268,37.7984560451,-122.4362432106,ON,5
612001,Polk St (1-99),NA,NA,37.7770126735,-122.418026554,37.7773335345,-122.4180889157,ON,4
612011,Polk St (141-199),NA,NA,37.778032589,-122.4182367733,37.77824482,-122.4182780125,ON,3
612012,Polk St (100-198),NA,NA,37.7776765238,-122.4179973848,37.77825689,-122.4181100382,ON,6
612032,Polk St (300-398),NA,NA,37.7794659022,-122.4183011467,37.7800704084,-122.4184238584,ON,8
612311,Polk St (3101-3199),NA,NA,37.8057040837,-122.4238181452,37.8061154697,-122.4239016295,ON,3
612312,Polk St (3100-3198),NA,NA,37.8054164152,-122.4236028968,37.8061265339,-122.423746731,ON,4
614001,Post St (1-99),NA,NA,37.7890223295,-122.4022108228,37.7888664253,-122.4034429692,ON,11
614002,Post St (2-98),NA,NA,37.7891319654,-122.4021947294,37.7889720378,-122.4034640917,ON,16
614161,Post St (1601-1699),NA,NA,37.7856910078,-122.4282840475,37.7855310803,-122.4295634681,ON,6
614162,Post St (1600-1698),NA,NA,37.7858207604,-122.42834138,37.7856618387,-122.4295986723,ON,10
614171,Post St (1701-1799),NA,NA,37.7854817944,-122.4299738483,37.7853439952,-122.4310500905,ON,9
614172,Post St (1700-1798),NA,NA,37.7856024945,-122.4300754375,37.7854646952,-122.4311748139,ON,13
614181,Post St (1801-1899),NA,NA,37.7852755985,-122.4316002816,37.7851126534,-122.4329048481,ON,4
614182,Post St (1800-1898),NA,NA,37.7854073627,-122.4316294508,37.785242406,-122.4329491048,ON,10
614191,Post St (1901-1999),NA,NA,37.785066385,-122.4332096158,37.7848943874,-122.4345815731,ON,5
614192,Post St (1900-1998),NA,NA,37.7851981493,-122.4332397908,37.7850331925,-122.4345554214,ON,8
616241,Powell St (2401-2499),NA,NA,37.8068728626,-122.412239992,37.8075538121,-122.4123757795,ON,5
640011,Redwood St (101-199),NA,NA,37.7806708912,-122.4192828405,37.7805642728,-122.4201217059,ON,8
644032,Ritch St (300-398),NA,NA,37.7795272581,-122.394727419,37.7785174009,-122.3934620801,ON,15
650011,Sacramento St (101-199),NA,NA,37.7945222289,-122.3967843492,37.7944216455,-122.397572923,ON,7
650021,Sacramento St (201-299),NA,NA,37.7943663247,-122.3980114665,37.794267753,-122.3987799236,ON,9
650031,Sacramento St (301-399),NA,NA,37.7942134379,-122.3991711929,37.7941078254,-122.4000020117,ON,10
650041,Sacramento St (401-499),NA,NA,37.7940625629,-122.4003480185,37.793958962,-122.4011607322,ON,11
650051,Sacramento St (501-599),NA,NA,37.7939126936,-122.4015691008,37.7937547777,-122.4028032589,ON,14
650241,Sacramento St (2401-2449),NA,NA,37.7899285858,-122.4328766848,37.7898400724,-122.4335727218,ON,1
650242,Sacramento St (2400-2498),NA,NA,37.7900754375,-122.4325658821,37.7899054516,-122.4339096761,ON,7
650251,Sacramento St (2501-2599),NA,NA,37.7897656407,-122.4341631462,37.789721384,-122.4345192114,ON,4
650252,Sacramento St (2500-2598),NA,NA,37.7898229732,-122.4345634681,37.7898400724,-122.4344327097,ON,1
651001,Sansome St (1-99),NA,NA,37.790581372,-122.4007030779,37.7910219272,-122.4007936029,ON,2
651011,Sansome St (101-199),NA,NA,37.7912965198,-122.4008509354,37.7919472943,-122.4009847113,ON,10
651012,Sansome St (100-198),NA,NA,37.7914031382,-122.4007131362,37.7917632267,-122.4007875679,ON,5
651021,Sansome St (201-299),NA,NA,37.7922420036,-122.4010440555,37.7928766848,-122.4011748139,ON,11
651022,Sansome St (200-298),NA,NA,37.7922802253,-122.4008951921,37.7929370348,-122.4010309797,ON,6
651031,Sansome St (343-399),NA,NA,37.7935928385,-122.4013216657,37.7938523436,-122.4013749749,ON,5
651032,Sansome St (300-398),NA,NA,37.7932578958,-122.4010963589,37.7939187286,-122.4012311406,ON,9
651041,Sansome St (401-449),NA,NA,37.7940887145,-122.4014242607,37.7943240797,-122.4014725407,ON,5
651042,Sansome St (450-498),NA,NA,37.7944447797,-122.4013397707,37.7947062965,-122.4013950915,ON,6
651051,Sansome St (501-599),NA,NA,37.7949507141,-122.401592235,37.7954737477,-122.4016938242,ON,2
651052,Sansome St (500-598),NA,NA,37.7949567491,-122.4014413599,37.7954345202,-122.4015338966,ON,2
652321,Scott St (3201-3299),NA,NA,37.7993552605,-122.4410973647,37.8000643734,-122.4412462281,ON,7
652322,Scott St (3200-3298),NA,NA,37.799406558,-122.440950513,37.8000865017,-122.4410923355,ON,5
652331,Scott St (3301-3399),NA,NA,37.8002957151,-122.4412683565,37.8004988936,-122.4413095957,ON,1
652332,Scott St (3300-3398),NA,NA,37.8002957151,-122.4411315631,37.8004123919,-122.4411557031,ON,2
658011,Spear St (101-199),NA,NA,37.7922631261,-122.3935857976,37.7914685174,-122.3925890163,ON,17
658021,Spear St (201-299),NA,NA,37.7912482398,-122.3923134178,37.7902323476,-122.3910400322,ON,10
658022,Spear St (200-298),NA,NA,37.7911375981,-122.3924311004,37.7901196942,-122.3911546972,ON,14
658031,Spear St (301-399),NA,NA,37.7900040233,-122.3907533695,37.789043452,-122.3895483806,ON,17
658041,Spear St (401-499),NA,NA,37.7887668477,-122.3892114263,37.7886039026,-122.3890062362,ON,3
663151,Steiner St (1501-1599),NA,NA,37.7831784349,-122.4344377389,37.7838483203,-122.4345735265,ON,4
663152,Steiner St (1500-1598),NA,NA,37.7832367733,-122.4343140213,37.7838241802,-122.4344327097,ON,5
663331,Steiner St (3301-3399),NA,NA,37.7997787166,-122.4377992356,37.8004918527,-122.4379340173,ON,6
663332,Steiner St (3300-3398),NA,NA,37.8000010058,-122.437699658,37.8005210219,-122.4378042647,ON,5
664232,Stockton St (2300-2398),NA,NA,37.8070931402,-122.4104586602,37.8075769463,-122.4105552203,ON,2
665002,Steuart St (2-78),NA,NA,37.7942657413,-122.3946157715,37.7938090927,-122.394043452,ON,3
665011,Steuart St (101-199),NA,NA,37.7931754174,-122.392966204,37.7921575136,-122.3916908067,ON,12
665012,Steuart St (100-198),NA,NA,37.793032589,-122.393068799,37.7920559244,-122.3918446993,ON,2
666001,Sutter St (51-99),NA,NA,37.7901649567,-122.4007825387,37.7900030175,-122.4020478777,ON,15
666002,Sutter St (50-98),NA,NA,37.7901679743,-122.40159827,37.7901126534,-122.4020317843,ON,7
666011,Sutter St (101-199),NA,NA,37.7899607725,-122.402390867,37.7897958157,-122.4036833635,ON,7
666012,Sutter St (100-198),NA,NA,37.79006035,-122.4024361296,37.7899074633,-122.4036391068,ON,16
666181,Sutter St (1801-1899),NA,NA,37.7864272782,-122.4300915309,37.786404144,-122.4302715751,ON,2
666201,Sutter St (2001-2099),NA,NA,37.7860138805,-122.4334138,37.7858479179,-122.4347183665,ON,18
671001,South Park (1-99),NA,NA,37.7823134178,-122.3928887548,37.7821635486,-122.3930778515,ON,9
671002,South Park (2-98),NA,NA,37.7824300945,-122.3930255482,37.7822238986,-122.393287065,ON,11
671011,South Park (151-199),NA,NA,37.7809575538,-122.3946047073,37.7807513579,-122.3948662241,ON,13
671012,South Park (150-198),NA,NA,37.7810380205,-122.3947726816,37.7808459063,-122.3950150875,ON,8
681251,Taylor St (2501-2599),NA,NA,37.8055340978,-122.4153319252,37.8062150473,-122.4154737477,ON,11
681252,Taylor St (2500-2598),NA,NA,37.8056789378,-122.4152232951,37.8062331523,-122.415338966,ON,8
681261,Taylor St (2601-2699),NA,NA,37.8064564474,-122.4155240394,37.8070850935,-122.4156487628,ON,10
681262,Taylor St (2600-2698),NA,NA,37.8065640716,-122.4154063569,37.8071645544,-122.4155250453,ON,11
681271,Taylor St (2701-2799),NA,NA,37.8073808087,-122.4157060954,37.8079993965,-122.4158308187,ON,6
681272,Taylor St (2700-2798),NA,NA,37.8073928787,-122.4155723195,37.808098974,-122.4157151479,ON,6
684001,Townsend St (1-99),NA,NA,37.7811627439,-122.3896741098,37.7807045671,-122.390250618,ON,6
684002,Townsend St (54-98),NA,NA,37.7811204989,-122.3900331925,37.7808479179,-122.3903761819,ON,4
684011,Townsend St (101-199),NA,NA,37.7804646952,-122.3905582378,37.7790162945,-122.392390867,ON,15
684012,Townsend St (130-198),NA,NA,37.7801528867,-122.391259304,37.779007242,-122.3927087105,ON,4
684021,Townsend St (249-271),NA,NA,37.7786598651,-122.3928403263,37.7780124723,-122.3936552002,ON,3
684022,Townsend St (200-298),NA,NA,37.778632066,-122.3931814524,37.7774421646,-122.3946891973,ON,12
684032,Townsend St (300-398),NA,NA,37.7770066385,-122.3952705693,37.7756930195,-122.3969392476,ON,2
689012,Tehama St (100-128),NA,NA,37.7862371756,-122.3978857373,37.7860309797,-122.3981482599,ON,2
700041,Valencia St (401-499),NA,NA,37.7664544357,-122.421925166,37.7651267351,-122.4217984309,ON,6
700042,Valencia St (400-498),NA,NA,37.7663548582,-122.4221323677,37.7650623617,-122.4220086502,ON,13
700051,Valencia St (501-599),NA,NA,37.7647193724,-122.4217592034,37.7635003018,-122.4216425267,ON,4
700052,Valencia St (500-598),NA,NA,37.7646660632,-122.4219704285,37.7634479984,-122.4218537518,ON,10
700061,Valencia St (601-699),NA,NA,37.7631653591,-122.42161034,37.7619181251,-122.4214906457,ON,6
700062,Valencia St (630-698),NA,NA,37.7626624422,-122.4217793201,37.7618336351,-122.4216998592,ON,2
700071,Valencia St (701-799),NA,NA,37.7614805874,-122.4214484007,37.7602896801,-122.4213347415,ON,8
700072,Valencia St (700-798),NA,NA,37.7615550191,-122.4216727017,37.7602102193,-122.4215439549,ON,8
700081,Valencia St (801-899),NA,NA,37.7600070408,-122.421307584,37.7586317927,-122.4211760806,ON,12
700082,Valencia St (800-898),NA,NA,37.7599295916,-122.4215167974,37.7585948501,-122.4213890565,ON,10
700091,Valencia St (901-999),NA,NA,37.7584097767,-122.4211546972,37.7570720177,-122.4210269563,ON,11
700092,Valencia St (900-998),NA,NA,37.7583182458,-122.4213629048,37.7570016093,-122.4212371756,ON,12
700101,Valencia St (1001-1099),NA,NA,37.7568175417,-122.4210028163,37.7555351036,-122.4208790988,ON,12
700102,Valencia St (1000-1098),NA,NA,37.7567360692,-122.4212110239,37.7554023335,-122.421083283,ON,8
700111,Valencia St (1101-1199),NA,NA,37.7552041843,-122.4208479179,37.7538573728,-122.4207191712,ON,12
700112,Valencia St (1100-1198),NA,NA,37.7551207001,-122.4210571314,37.753904647,-122.4209404546,ON,10
700121,Valencia St (1201-1299),NA,NA,37.753577751,-122.4206920137,37.7522661436,-122.4205662844,ON,19
700122,Valencia St (1200-1298),NA,NA,37.7535878093,-122.4209102796,37.7522953128,-122.4207885737,ON,15
701001,Van Ness Ave (41-99),NA,NA,37.7759645946,-122.419582579,37.7761225106,-122.4196147656,ON,2
701002,Van Ness Ave (2-98),NA,NA,37.7759615771,-122.4192566888,37.7762301348,-122.419309998,ON,1
701011,Van Ness Ave (101-199),NA,NA,37.7765097566,-122.4196922148,37.7771273386,-122.4198159324,ON,4
701021,Van Ness Ave (201-299),NA,NA,37.7774562462,-122.4198813116,37.7778163347,-122.4199537316,ON,0
701022,Van Ness Ave (200-298),NA,NA,37.7778615973,-122.419636894,37.7780758399,-122.4196801448,ON,null
701031,Van Ness Ave (301-499),NA,NA,37.7785515993,-122.4201589217,37.7790243412,-122.4201981493,ON,5
701032,Van Ness Ave (300-498),NA,NA,37.7787557835,-122.4198189499,37.7791641521,-122.4199014283,ON,5
701041,Van Ness Ave (301-499),NA,NA,37.7791571112,-122.4202253068,37.7796399115,-122.4203791994,ON,4
701042,Van Ness Ave (300-498),NA,NA,37.7792134379,-122.4199114866,37.7796640515,-122.4200020117,ON,5
701051,Van Ness Ave (501-599),NA,NA,37.7802454235,-122.4204455844,37.7808619996,-122.4205703078,ON,8
701052,Van Ness Ave (500-598),NA,NA,37.7802806276,-122.4201267351,37.7808901629,-122.4202504526,ON,7
720001,Washington St (1-99),NA,NA,37.7964624824,-122.3957060954,37.7962975256,-122.3966847717,ON,9
720002,Washington St (2-98),NA,NA,37.79663448,-122.3960430497,37.7964906457,-122.3967511567,ON,6
720011,Washington St (101-199),NA,NA,37.7962854556,-122.3971625427,37.7961788373,-122.3980044257,ON,4
720012,Washington St (100-198),NA,NA,37.7963528465,-122.3972259103,37.7962562865,-122.3979863207,ON,7
720021,Washington St (201-399),NA,NA,37.7960973647,-122.3983494267,37.7959957755,-122.3991470529,ON,1
720022,Washington St (200-398),NA,NA,37.7962059948,-122.3983796017,37.7961516797,-122.3988080869,ON,3
720032,Washington St (200-430),NA,NA,37.7961174814,-122.3990806679,37.7959555421,-122.400351036,ON,12
720052,Washington St (500-598),NA,NA,37.7957191712,-122.4022550795,37.7956004828,-122.4031905049,ON,null
720241,Washington St (2401-2499),NA,NA,37.7915811708,-122.4340364112,37.7915550191,-122.434243613,ON,1
720242,Washington St (2400-2498),NA,NA,37.791688795,-122.4340424462,37.7916596258,-122.434267753,ON,2
722151,Webster St (1501-1599),NA,NA,37.7848098974,-122.4314152082,37.7852554818,-122.4315057333,ON,5
722152,Webster St (1500-1598),NA,NA,37.7848410783,-122.4310993764,37.7852715751,-122.4311868839,ON,4
722162,Webster St (1600-1698),NA,NA,37.7855491853,-122.4312391873,37.7862120298,-122.4313719574,ON,6
722211,Webster St (2001-2199),NA,NA,37.7898792999,-122.4324401529,37.7907553812,-122.4326171796,ON,3
722212,Webster St (2100-2198),NA,NA,37.7902092134,-122.4323285053,37.7908056729,-122.4324492054,ON,3
722221,Webster St (2201-2299),NA,NA,37.7910219272,-122.4326714947,37.7911436331,-122.4326956347,ON,1
722222,Webster St (2200-2298),NA,NA,37.7911013881,-122.4325095554,37.7912462281,-122.4325387246,ON,1
818011,Brannan St (1-199),NA,NA,37.7846097365,-122.3884520217,37.7837326494,-122.3895282639,ON,27
818012,Brannan St (2-198),NA,NA,37.7848249849,-122.3883916717,37.7837839469,-122.3897777107,ON,32
820011,Bryant St (51-99),NA,NA,37.7867702676,-122.3888141219,37.7862945081,-122.3894236572,ON,10
820012,Bryant St (32-98),NA,NA,37.7868366526,-122.3889871253,37.786361899,-122.3895906256,ON,11
826061,Delancey St (601-699),NA,NA,37.7834992959,-122.3895554214,37.7830607524,-122.389001207,ON,18
826062,Delancey St (600-698),NA,NA,37.783395695,-122.3897314424,37.7829028365,-122.3891088312,ON,22
830001,Embarcadero North (1-99),NA,NA,37.7950170992,-122.3944407564,37.7958308187,-122.3949829008,ON,16
830012,Embarcadero North (100-198),NA,NA,37.7964031382,-122.3947978274,37.7964805874,-122.3948561658,ON,2
830021,Embarcadero North (201-299),NA,NA,37.7974260712,-122.3963156307,37.797766043,-122.3966022933,ON,8
830022,Embarcadero North (200-298),NA,NA,37.7970951519,-122.3954405552,37.7974310803,-122.3957503884,ON,3
831001,Embarcadero South (1-99),NA,NA,37.7946871857,-122.394091732,37.7943301147,-122.3935445584,ON,8
831021,Embarcadero South (201-299),NA,NA,37.7920730235,-122.3911878898,37.7911526856,-122.3907040837,ON,18
831022,Embarcadero South (200-298),NA,NA,37.7923938845,-122.3907302354,37.7910963734,-122.3899637911,ON,20
831032,Embarcadero South (300-398),NA,NA,37.7908137196,-122.3896710923,37.7901679743,-122.3888855361,ON,12
831041,Embarcadero South (401-499),NA,NA,37.7892768055,-122.3885194126,37.7878555623,-122.3880647757,ON,27
831042,Embarcadero South (400-498),NA,NA,37.7894779722,-122.3881532891,37.7881452424,-122.387657413,ON,19
831051,Embarcadero South (501-599),NA,NA,37.7869231543,-122.3880858982,37.7852715751,-122.3882176624,ON,29
831052,Embarcadero South (500-598),NA,NA,37.7868597868,-122.3876262321,37.7858227721,-122.3877087105,ON,15
831061,Embarcadero South (601-699),NA,NA,37.7845524039,-122.3882760008,37.7824170187,-122.3884469926,ON,32
831071,King St (701-799),NA,NA,37.7816354858,-122.3885204184,37.7800895192,-122.3895976665,ON,30
844002,Howard St (2-48),NA,NA,37.7922983303,-122.3913971032,37.7921444377,-122.3915892175,ON,1
847001,Jefferson St (1-99),NA,NA,37.8085375176,-122.4127710722,37.8083856367,-122.4139871253,ON,17
847011,Jefferson St (101-199),NA,NA,37.8083433917,-122.4143301147,37.8081764233,-122.4156698853,ON,17
847031,Jefferson St (301-399),NA,NA,37.8079330115,-122.4176161738,37.8077630255,-122.4189338161,ON,12
847032,Jefferson St (302-398),NA,NA,37.8079621806,-122.4182236974,37.8078686381,-122.4189539328,ON,9
847041,Jefferson St (401-499),NA,NA,37.8077348622,-122.4192224904,37.807621203,-122.4201116476,ON,7
847042,Jefferson St (400-498),NA,NA,37.8077921947,-122.4194870247,37.8077157514,-122.4200834842,ON,5
847052,Jefferson St (500-598),NA,NA,37.8076352847,-122.4209042446,37.8075688996,-122.4214463891,ON,5
864041,Spear St (401-499),NA,NA,37.7885073426,-122.3888855361,37.7881029974,-122.3883765842,ON,7
864042,Spear St (400-498),NA,NA,37.7884308992,-122.3890454637,37.7879309998,-122.3884158117,ON,20
865021,Steuart St (200-248),NA,NA,37.7918155301,-122.3915359083,37.7916837658,-122.3913699457,ON,2
865022,Steuart St (201-249),NA,NA,37.7919513176,-122.3914745524,37.7918306176,-122.3913287065,ON,1
